"Account History - Account","Account History - ID","Account History - Next","Account History - Operation ID","Account History - Sequence","Additional Data - Fee Data - Amount","Additional Data - Fee Data -Asset","Additional Data - Transfer Data - Amount","Additional Data - Transfer Data - Asset","Block Data - Block Number","Block Data - Block Time","Block Data - Transaction ID","Operation History - Raw Operation","Operation History - Operation in Transaction","Operation History - Operation Result","Operation History - Transaction in Block","Operation Data - Virtual Operation","Operation Type"
1.2.131183,2.9.630543331,2.9.630543103,1.11.612720262,57895,,,,,32644702,2018-11-28T15:23:33,7a3b9d9f6d6bcadbec5750235754b26704f5d56d,,0,"[1,""1.8.94789""]",1,27694,3
1.2.131183,2.9.630543361,2.9.630543359,1.11.612720292,57900,,,,,32644702,2018-11-28T15:23:33,71a903f94fd4cc54ec7916d79e1dc368bf5c240a,,0,"[1,""1.7.255854639""]",21,27724,1
1.2.131183,2.9.630543359,2.9.630543336,1.11.612720290,57899,,,,,32644702,2018-11-28T15:23:33,a02bc3909cc5aadf1d1cdfa408c43046c567cfc0,,0,"[1,""1.8.94789""]",19,27722,3
1.2.131183,2.9.630543362,2.9.630543361,1.11.612720293,57901,,,,,32644702,2018-11-28T15:23:33,71a903f94fd4cc54ec7916d79e1dc368bf5c240a,,0,"[0,{}]",21,27725,4
1.2.131183,2.9.630543333,2.9.630543332,1.11.612720264,57897,,,,,32644702,2018-11-28T15:23:33,c649fa106fed25f155bf977a0a5a2bd33e0a0c26,,0,"[0,{}]",2,27696,4
1.2.131183,2.9.630543336,2.9.630543333,1.11.612720267,57898,,,,,32644702,2018-11-28T15:23:33,c649fa106fed25f155bf977a0a5a2bd33e0a0c26,,0,"[0,{}]",2,27699,4
1.2.131183,2.9.630543332,2.9.630543331,1.11.612720263,57896,,,,,32644702,2018-11-28T15:23:33,c649fa106fed25f155bf977a0a5a2bd33e0a0c26,,0,"[1,""1.7.255854628""]",2,27695,1
1.2.131183,2.9.630543103,2.9.630543073,1.11.612720038,57894,,,,,32644696,2018-11-28T15:23:15,19b32e65b3d2fcf637613874299e7138680cd95e,,0,"[1,""1.8.94789""]",11,27200,3
1.2.131183,2.9.630543070,2.9.630542929,1.11.612720006,57891,,,,,32644695,2018-11-28T15:23:12,c2b807c34f9e864577bb06782bf6874b6600644f,,0,"[1,""1.8.94789""]",32,27005,3
1.2.131183,2.9.630543072,2.9.630543070,1.11.612720008,57892,,,,,32644695,2018-11-28T15:23:12,e674b97c19948e4a3dffc573756075e7ec594b1a,,0,"[1,""1.7.255854512""]",34,27007,1
1.2.131183,2.9.630543073,2.9.630543072,1.11.612720009,57893,,,,,32644695,2018-11-28T15:23:12,e674b97c19948e4a3dffc573756075e7ec594b1a,,0,"[0,{}]",34,27008,4
1.2.131183,2.9.630542923,2.9.630542873,1.11.612719861,57888,,,,,32644694,2018-11-28T15:23:09,af38872aa81d942f8c918b3626cb39a29e0e77b3,,0,"[1,""1.8.94789""]",27,26498,3
1.2.131183,2.9.630542928,2.9.630542923,1.11.612719866,57889,,,,,32644694,2018-11-28T15:23:09,cfd1d750579c28ce14e43751c9bb529686f44f5a,,0,"[1,""1.7.255854470""]",32,26503,1
1.2.131183,2.9.630542929,2.9.630542928,1.11.612719867,57890,,,,,32644694,2018-11-28T15:23:09,cfd1d750579c28ce14e43751c9bb529686f44f5a,,0,"[0,{}]",32,26504,4
1.2.131183,2.9.630542870,2.9.630533021,1.11.612719808,57885,,,,,32644693,2018-11-28T15:23:06,e08458e9afa76163c3164642be8f015c6d545274,,0,"[1,""1.8.94789""]",30,26376,3
1.2.131183,2.9.630542873,2.9.630542872,1.11.612719811,57887,,,,,32644693,2018-11-28T15:23:06,9d079d3ea8a052677d02c0270b4d372e5e5da2d0,,0,"[0,{}]",32,26379,4
1.2.131183,2.9.630542872,2.9.630542870,1.11.612719810,57886,,,,,32644693,2018-11-28T15:23:06,9d079d3ea8a052677d02c0270b4d372e5e5da2d0,,0,"[1,""1.7.255854451""]",32,26378,1
1.2.131183,2.9.630532995,2.9.630532993,1.11.612710104,57882,,,,,32644435,2018-11-28T15:10:12,700267f1bdc30f2efb45bd517b2b4ac19ab0c2e1,,0,"[1,""1.7.255850426""]",0,65177,1
1.2.131183,2.9.630532996,2.9.630532995,1.11.612710105,57883,,,,,32644435,2018-11-28T15:10:12,700267f1bdc30f2efb45bd517b2b4ac19ab0c2e1,,0,"[0,{}]",0,65178,4
1.2.131183,2.9.630533021,2.9.630532996,1.11.612710124,57884,,,,,32644435,2018-11-28T15:10:12,df61e28535e83d6401ff9534780e52a349a41eee,,0,"[1,""1.8.94789""]",16,65197,3
1.2.131183,2.9.630532993,2.9.630431772,1.11.612710102,57881,,,,,32644434,2018-11-28T15:10:09,7b7c73f5f7d6db3ca39b3ba00a5267cdbd8f46aa,,0,"[1,""1.8.94789""]",34,65153,3
1.2.131183,2.9.630431772,2.9.630431576,1.11.612611986,57880,,,,,32641928,2018-11-28T13:04:33,61599420ddc85a05d06e52b7e3635669a7b9fbff,,0,"[1,""1.8.94789""]",32,45920,3
1.2.131183,2.9.630431575,2.9.630431347,1.11.612611790,57878,,,,,32641923,2018-11-28T13:04:18,f81463744822d7383e09d9caca0c11bdef73b0e3,,0,"[1,""1.7.255808515""]",20,45509,1
1.2.131183,2.9.630431576,2.9.630431575,1.11.612611791,57879,,,,,32641923,2018-11-28T13:04:18,f81463744822d7383e09d9caca0c11bdef73b0e3,,0,"[0,{}]",20,45510,4
1.2.131183,2.9.630431347,2.9.630382435,1.11.612611565,57877,,,,,32641917,2018-11-28T13:04:00,c084037ed5357fae95c49403d6d4b1d9932fad6c,,0,"[1,""1.8.94789""]",14,45045,3
1.2.131183,2.9.630382435,2.9.630382238,1.11.612563487,57876,,,,,32640676,2018-11-28T12:01:48,0bcd9e41c1dbeb3a6933f1a0ab8b4b1f0293af44,,0,"[1,""1.8.94789""]",11,6847,3
1.2.131183,2.9.630382238,2.9.630382237,1.11.612563293,57875,,,,,32640672,2018-11-28T12:01:36,24fa29d01b076046d2245823716a97ebb5cc7304,,0,"[0,{}]",0,6458,4
1.2.131183,2.9.630382237,2.9.630382130,1.11.612563292,57874,,,,,32640672,2018-11-28T12:01:36,24fa29d01b076046d2245823716a97ebb5cc7304,,0,"[1,""1.7.255787442""]",0,6457,1
1.2.131183,2.9.630382130,2.9.630381931,1.11.612563187,57873,,,,,32640669,2018-11-28T12:01:27,892388b08dacfef2a351b0d25a8210f8ff02c9a2,,0,"[1,""1.8.94789""]",1,6203,3
1.2.131183,2.9.630381931,2.9.630381930,1.11.612562991,57872,,,,,32640665,2018-11-28T12:01:15,6ce19b451324c252178a822f048ed68ccf6f7181,,0,"[0,{}]",12,5797,4
1.2.131183,2.9.630381930,2.9.630381805,1.11.612562990,57871,,,,,32640665,2018-11-28T12:01:15,6ce19b451324c252178a822f048ed68ccf6f7181,,0,"[1,""1.7.255787331""]",12,5796,1
1.2.131183,2.9.630381805,2.9.630381555,1.11.612562871,57870,,,,,32640662,2018-11-28T12:01:06,35c6dbbd029c5e84fc4498490b705b70f4d5f216,,0,"[1,""1.8.94789""]",0,5514,3
1.2.131183,2.9.630381555,2.9.630381318,1.11.612562626,57869,,,,,32640655,2018-11-28T12:00:45,de3b26ae5b97f30cf4452e5d24cbcb7d3505db0a,,0,"[1,""1.8.94789""]",6,4990,3
1.2.131183,2.9.630381317,2.9.630381101,1.11.612562390,57867,,,,,32640650,2018-11-28T12:00:30,44ae187d3e5fe8778f2656a4b2e5a6211198b96e,,0,"[1,""1.7.255787032""]",60,4467,1
1.2.131183,2.9.630381318,2.9.630381317,1.11.612562391,57868,,,,,32640650,2018-11-28T12:00:30,44ae187d3e5fe8778f2656a4b2e5a6211198b96e,,0,"[0,{}]",60,4468,4
1.2.131183,2.9.630381101,2.9.630355893,1.11.612562177,57866,,,,,32640648,2018-11-28T12:00:24,2de1ebb7f36b982bdecaad644847a4610024f0e7,,0,"[1,""1.8.94789""]",7,4051,3
1.2.131183,2.9.630355893,2.9.630355702,1.11.612537455,57865,,,,,32640018,2018-11-28T11:28:45,e67424de9c37897cfe3ca64827e0d32f65032094,,0,"[1,""1.8.94789""]",22,15195,3
1.2.131183,2.9.630355701,2.9.630355512,1.11.612537268,57863,,,,,32640014,2018-11-28T11:28:33,842b2161eb093b1c02d8c235bd94b178824d6cee,,0,"[1,""1.7.255776178""]",12,14832,1
1.2.131183,2.9.630355702,2.9.630355701,1.11.612537269,57864,,,,,32640014,2018-11-28T11:28:33,842b2161eb093b1c02d8c235bd94b178824d6cee,,0,"[0,{}]",12,14833,4
1.2.131183,2.9.630355512,2.9.630352090,1.11.612537082,57862,,,,,32640010,2018-11-28T11:28:21,01d8c2731ff89771debf8d60f2d2a7c5049c089b,,0,"[1,""1.8.94789""]",19,14441,3
1.2.131183,2.9.630352090,2.9.630351917,1.11.612533719,57861,,,,,32639927,2018-11-28T11:24:12,8a7750819618f880aa188baa094be0ee2db834e3,,0,"[1,""1.8.94789""]",8,7394,3
1.2.131183,2.9.630351916,2.9.630351674,1.11.612533548,57859,,,,,32639923,2018-11-28T11:24:00,8369b612d4d246961b1d5b3454b548ea94f5f162,,0,"[1,""1.7.255774601""]",7,7065,1
1.2.131183,2.9.630351917,2.9.630351916,1.11.612533549,57860,,,,,32639923,2018-11-28T11:24:00,8369b612d4d246961b1d5b3454b548ea94f5f162,,0,"[0,{}]",7,7066,4
1.2.131183,2.9.630351674,2.9.630343654,1.11.612533309,57858,,,,,32639917,2018-11-28T11:23:42,0eebeba1f61fa427a64716873f27837326d4c704,,0,"[1,""1.8.94789""]",24,6518,3
1.2.131183,2.9.630343654,2.9.630343510,1.11.612525391,57857,,,,,32639738,2018-11-28T11:14:45,320c3eefc1dadec1f4d829edca17da027e0cfe69,,0,"[1,""1.8.94789""]",7,54766,3
1.2.131183,2.9.630343509,2.9.630343419,1.11.612525248,57855,,,,,32639734,2018-11-28T11:14:33,361701c3ea86964f79203496d412a9b2c0803fc4,,0,"[1,""1.7.255770950""]",6,54441,1
1.2.131183,2.9.630343510,2.9.630343509,1.11.612525249,57856,,,,,32639734,2018-11-28T11:14:33,361701c3ea86964f79203496d412a9b2c0803fc4,,0,"[0,{}]",6,54442,4
1.2.131183,2.9.630343419,2.9.630342563,1.11.612525160,57854,,,,,32639730,2018-11-28T11:14:21,58123c983d77d2b49a83ab6b91f50fc428a5a76e,,0,"[1,""1.8.94789""]",20,54228,3
1.2.131183,2.9.630342563,2.9.630342316,1.11.612524319,57853,,,,,32639712,2018-11-28T11:13:27,41a892b1b439f203c59eed9f19dda7c761e2a945,,0,"[1,""1.8.94789""]",4,52533,3
1.2.131183,2.9.630342315,2.9.630342185,1.11.612524073,57851,,,,,32639706,2018-11-28T11:13:09,7a8fd660376675097af6418f919c9adc1938a95e,,0,"[1,""1.7.255770449""]",19,51963,1
1.2.131183,2.9.630342316,2.9.630342315,1.11.612524074,57852,,,,,32639706,2018-11-28T11:13:09,7a8fd660376675097af6418f919c9adc1938a95e,,0,"[0,{}]",19,51964,4
1.2.131183,2.9.630342185,2.9.630327513,1.11.612523944,57850,,,,,32639703,2018-11-28T11:13:00,f967d59f171d265cd09211567c3617e93e66c769,,0,"[1,""1.8.94789""]",24,51671,3
1.2.131183,2.9.630327513,2.9.630327365,1.11.612509483,57849,,,,,32639353,2018-11-28T10:55:21,18f6b6d4af1cd18e5577ceb30bf597b2eb8c7f11,,0,"[1,""1.8.94789""]",19,20553,3
1.2.131183,2.9.630327364,2.9.630327277,1.11.612509338,57847,,,,,32639350,2018-11-28T10:55:12,5be43b691b02708551eaa5f40623e17c9c73b178,,0,"[1,""1.7.255764001""]",4,20258,1
1.2.131183,2.9.630327365,2.9.630327364,1.11.612509339,57848,,,,,32639350,2018-11-28T10:55:12,5be43b691b02708551eaa5f40623e17c9c73b178,,0,"[0,{}]",4,20259,4
1.2.131183,2.9.630327277,2.9.630327073,1.11.612509255,57846,,,,,32639346,2018-11-28T10:55:00,0e968bfb98175d1c6c7efe3b02afe3940cb16422,,0,"[1,""1.8.94789""]",23,20066,3
1.2.131183,2.9.630327073,2.9.630327071,1.11.612509053,57845,,,,,32639341,2018-11-28T10:54:45,693a090795d3354b8c9360cb1c37941b7e2e41ce,,0,"[0,{}]",34,19675,4
1.2.131183,2.9.630327071,2.9.630327070,1.11.612509051,57844,,,,,32639341,2018-11-28T10:54:45,693a090795d3354b8c9360cb1c37941b7e2e41ce,,0,"[0,{}]",34,19673,4
1.2.131183,2.9.630327070,2.9.630326929,1.11.612509050,57843,,,,,32639341,2018-11-28T10:54:45,693a090795d3354b8c9360cb1c37941b7e2e41ce,,0,"[1,""1.7.255763844""]",34,19672,1
1.2.131183,2.9.630326929,2.9.630324524,1.11.612508913,57842,,,,,32639338,2018-11-28T10:54:36,b3cf43d9f1f603923d397a643bbd896e86a4ca15,,0,"[1,""1.8.94789""]",24,19360,3
1.2.131183,2.9.630324524,2.9.630324414,1.11.612506543,57841,,,,,32639277,2018-11-28T10:51:33,7288a73e2fd1e8d66bd6edf47bbd7de3781b0fda,,0,"[1,""1.8.94789""]",14,13906,3
1.2.131183,2.9.630324414,2.9.630324413,1.11.612506436,57840,,,,,32639273,2018-11-28T10:51:21,38807190928e5d4ac72faac46decadc53616523b,,0,"[0,{}]",23,13682,4
1.2.131183,2.9.630324413,2.9.630324278,1.11.612506435,57839,,,,,32639273,2018-11-28T10:51:21,38807190928e5d4ac72faac46decadc53616523b,,0,"[1,""1.7.255762741""]",23,13681,1
1.2.131183,2.9.630324278,2.9.630324059,1.11.612506302,57838,,,,,32639269,2018-11-28T10:51:09,75d540643558ed4c731ad4a61920efa6afec9d64,,0,"[1,""1.8.94789""]",18,13402,3
1.2.131183,2.9.630324058,2.9.630323869,1.11.612506084,57836,,,,,32639265,2018-11-28T10:50:57,bcfc94dd53b57b6848c88828f4f305d22495a14c,,0,"[1,""1.7.255762563""]",5,12988,1
1.2.131183,2.9.630324059,2.9.630324058,1.11.612506085,57837,,,,,32639265,2018-11-28T10:50:57,bcfc94dd53b57b6848c88828f4f305d22495a14c,,0,"[0,{}]",5,12989,4
1.2.131183,2.9.630323869,2.9.630323110,1.11.612505898,57835,,,,,32639260,2018-11-28T10:50:42,5e608e476d614599bc54845d1b2735ddee161c7a,,0,"[1,""1.8.94789""]",7,12566,3
1.2.131183,2.9.630323110,2.9.630322931,1.11.612505148,57834,,,,,32639243,2018-11-28T10:49:51,f971c0e05e2416cccfdc08ec24d25957f8f91e36,,0,"[1,""1.8.94789""]",4,11065,3
1.2.131183,2.9.630322930,2.9.630322807,1.11.612504972,57832,,,,,32639238,2018-11-28T10:49:36,b1dd0f49ecd3b1afb64cbdc021e253b535d4abd4,,0,"[1,""1.7.255762121""]",12,10651,1
1.2.131183,2.9.630322931,2.9.630322930,1.11.612504973,57833,,,,,32639238,2018-11-28T10:49:36,b1dd0f49ecd3b1afb64cbdc021e253b535d4abd4,,0,"[0,{}]",12,10652,4
1.2.131183,2.9.630322807,2.9.630322663,1.11.612504852,57831,,,,,32639234,2018-11-28T10:49:24,73cec21571f40f5637cb947b615d09fe43ae5ac3,,0,"[1,""1.8.94789""]",14,10409,3
1.2.131183,2.9.630322662,2.9.630322448,1.11.612504711,57829,,,,,32639230,2018-11-28T10:49:12,cf3c2ba2a6f097c22e247874742ac6d94dd6dffd,,0,"[1,""1.7.255762020""]",31,10113,1
1.2.131183,2.9.630322663,2.9.630322662,1.11.612504712,57830,,,,,32639230,2018-11-28T10:49:12,cf3c2ba2a6f097c22e247874742ac6d94dd6dffd,,0,"[0,{}]",31,10114,4
1.2.131183,2.9.630322448,2.9.630322246,1.11.612504500,57828,,,,,32639226,2018-11-28T10:49:00,d6f06328cb871840abf22e5b9cf82a006bd8dd72,,0,"[1,""1.8.94789""]",15,9697,3
1.2.131183,2.9.630322246,2.9.630322245,1.11.612504300,57827,,,,,32639221,2018-11-28T10:48:45,69feb4080b7a301f4245bab98bf6096785627fe9,,0,"[0,{}]",13,9247,4
1.2.131183,2.9.630322245,2.9.630322139,1.11.612504299,57826,,,,,32639221,2018-11-28T10:48:45,69feb4080b7a301f4245bab98bf6096785627fe9,,0,"[1,""1.7.255761844""]",13,9246,1
1.2.131183,2.9.630322139,2.9.630321998,1.11.612504194,57825,,,,,32639217,2018-11-28T10:48:33,2ceebeca0df7e4e2b5fcb69f2a31e2f2727fc9a1,,0,"[1,""1.8.94789""]",19,9027,3
1.2.131183,2.9.630321997,2.9.630321834,1.11.612504054,57823,,,,,32639214,2018-11-28T10:48:24,5cfa94dd30f692b7fa6f25e81f3b9615e79c7c75,,0,"[1,""1.7.255761752""]",5,8735,1
1.2.131183,2.9.630321998,2.9.630321997,1.11.612504055,57824,,,,,32639214,2018-11-28T10:48:24,5cfa94dd30f692b7fa6f25e81f3b9615e79c7c75,,0,"[0,{}]",5,8736,4
1.2.131183,2.9.630321834,2.9.630321704,1.11.612503893,57822,,,,,32639209,2018-11-28T10:48:09,5ffa14cdf08a8bb303edd8643f43f90a264f0af0,,0,"[1,""1.8.94789""]",19,8405,3
1.2.131183,2.9.630321703,2.9.630321550,1.11.612503763,57820,,,,,32639206,2018-11-28T10:48:00,319ee5aae402f92d0877988835f6696eda0d1cc2,,0,"[1,""1.7.255761611""]",4,8135,1
1.2.131183,2.9.630321704,2.9.630321703,1.11.612503764,57821,,,,,32639206,2018-11-28T10:48:00,319ee5aae402f92d0877988835f6696eda0d1cc2,,0,"[0,{}]",4,8136,4
1.2.131183,2.9.630321550,2.9.630320293,1.11.612503611,57819,,,,,32639202,2018-11-28T10:47:48,935378a9c070b5532743f4fbb4bf6623a76c4156,,0,"[1,""1.8.94789""]",16,7792,3
1.2.131183,2.9.630320293,2.9.630320144,1.11.612502390,57818,,,,,32639169,2018-11-28T10:46:09,89087e95cb098a9de46b1fcc18e651d92eb9df97,,0,"[1,""1.8.94789""]",1,5310,3
1.2.131183,2.9.630320144,2.9.630320143,1.11.612502245,57817,,,,,32639165,2018-11-28T10:45:57,fe505f82ec49d0a12e48ff21427ec9eb8f546cbf,,0,"[0,{}]",19,4996,4
1.2.131183,2.9.630320143,2.9.630319995,1.11.612502244,57816,,,,,32639165,2018-11-28T10:45:57,fe505f82ec49d0a12e48ff21427ec9eb8f546cbf,,0,"[1,""1.7.255760947""]",19,4995,1
1.2.131183,2.9.630319995,2.9.630311773,1.11.612502099,57815,,,,,32639161,2018-11-28T10:45:45,742c2f1563b377af524b1bbf5fd910b5d016a939,,0,"[1,""1.8.94789""]",2,4698,3
1.2.131183,2.9.630311773,2.9.630311591,1.11.612494002,57814,,,,,32638977,2018-11-28T10:36:33,cc4aeb8d6d989ebb8a3ffb3a121d94e4d7f4d786,,0,"[1,""1.8.94789""]",23,51873,3
1.2.131183,2.9.630311589,2.9.630311588,1.11.612493821,57812,,,,,32638973,2018-11-28T10:36:21,0a756ce3e6ed99e2d3bd346d3791cbae90eeacde,,0,"[0,{}]",29,51486,4
1.2.131183,2.9.630311591,2.9.630311589,1.11.612493823,57813,,,,,32638973,2018-11-28T10:36:21,0a756ce3e6ed99e2d3bd346d3791cbae90eeacde,,0,"[0,{}]",29,51488,4
1.2.131183,2.9.630311588,2.9.630311459,1.11.612493820,57811,,,,,32638973,2018-11-28T10:36:21,0a756ce3e6ed99e2d3bd346d3791cbae90eeacde,,0,"[1,""1.7.255757408""]",29,51485,1
1.2.131183,2.9.630311459,2.9.630303419,1.11.612493693,57810,,,,,32638970,2018-11-28T10:36:12,a8ade3a22cc5f1eb7097ce8fca387058626b3ed8,,0,"[1,""1.8.94789""]",26,51221,3
1.2.131183,2.9.630303419,2.9.630303086,1.11.612485778,57809,,,,,32638793,2018-11-28T10:27:21,073c366557e884471e64b271388adc9c21cf9d75,,0,"[1,""1.8.94789""]",12,34355,3
1.2.131183,2.9.630303085,2.9.630302899,1.11.612485454,57807,,,,,32638788,2018-11-28T10:27:06,daee4fa46c521e565a408b017fe05ffaa9de32e3,,0,"[1,""1.7.255753806""]",5,33688,1
1.2.131183,2.9.630303086,2.9.630303085,1.11.612485455,57808,,,,,32638788,2018-11-28T10:27:06,daee4fa46c521e565a408b017fe05ffaa9de32e3,,0,"[0,{}]",5,33689,4
1.2.131183,2.9.630302899,2.9.630302712,1.11.612485276,57806,,,,,32638784,2018-11-28T10:26:54,312ed5c9426897f8133fa4da08c0a9ffcda38b94,,0,"[1,""1.8.94789""]",4,33252,3
1.2.131183,2.9.630302712,2.9.630302579,1.11.612485095,57805,,,,,32638779,2018-11-28T10:26:39,c41aabd2f2db3733b2c10bc81b3295c099f836ea,,0,"[1,""1.8.94789""]",32,32863,3
1.2.131183,2.9.630302578,2.9.630302393,1.11.612484962,57803,,,,,32638776,2018-11-28T10:26:30,1bb4db8a120b7a0f49c76a9f2acd77cc67185380,,0,"[1,""1.7.255753605""]",13,32622,1
1.2.131183,2.9.630302579,2.9.630302578,1.11.612484963,57804,,,,,32638776,2018-11-28T10:26:30,1bb4db8a120b7a0f49c76a9f2acd77cc67185380,,0,"[0,{}]",13,32623,4
1.2.131183,2.9.630302393,2.9.630302121,1.11.612484781,57802,,,,,32638772,2018-11-28T10:26:18,40e749118e11a4135deacdc82db683b167c864c1,,0,"[1,""1.8.94789""]",4,32257,3
1.2.131183,2.9.630302121,2.9.630302120,1.11.612484512,57801,,,,,32638768,2018-11-28T10:26:06,cd0b561fb7b0d61696f7528daa637b5d2547540a,,0,"[0,{}]",11,31649,4
1.2.131183,2.9.630302120,2.9.630302000,1.11.612484511,57800,,,,,32638768,2018-11-28T10:26:06,cd0b561fb7b0d61696f7528daa637b5d2547540a,,0,"[1,""1.7.255753396""]",11,31648,1
1.2.131183,2.9.630302000,2.9.630234412,1.11.612484393,57799,,,,,32638765,2018-11-28T10:25:57,e1df5be4b0110f3fdeb467e7a95a5bbcbb0875bd,,0,"[1,""1.8.94789""]",31,31322,3
1.2.131183,2.9.630234412,2.9.630234188,1.11.612417906,57798,,,,,32637275,2018-11-28T09:11:15,e8a0076bc8c34f8e3beea3cd668b918138ba4b44,,0,"[1,""1.8.94789""]",41,17303,3
1.2.131183,2.9.630234187,2.9.630233997,1.11.612417683,57796,,,,,32637272,2018-11-28T09:11:06,d2935a888661747067661a2e52376a383349fc93,,0,"[1,""1.7.255724580""]",12,16898,1
1.2.131183,2.9.630234188,2.9.630234187,1.11.612417684,57797,,,,,32637272,2018-11-28T09:11:06,d2935a888661747067661a2e52376a383349fc93,,0,"[0,{}]",12,16899,4
1.2.131183,2.9.630233997,2.9.630231883,1.11.612417494,57795,,,,,32637268,2018-11-28T09:10:54,9ecec458d1268ac71c615e7a0421e274d6c30fd2,,0,"[1,""1.8.94789""]",27,16458,3
1.2.131183,2.9.630231883,2.9.630231700,1.11.612415411,57794,,,,,32637222,2018-11-28T09:08:36,d1deafc3dec375dfdd1784284152a321e26a3994,,0,"[1,""1.8.94789""]",18,12028,3
1.2.131183,2.9.630231700,2.9.630231699,1.11.612415230,57793,,,,,32637218,2018-11-28T09:08:24,14662898ea3d38676218afd177df13e89db94c9a,,0,"[0,{}]",21,11659,4
1.2.131183,2.9.630231699,2.9.630231575,1.11.612415229,57792,,,,,32637218,2018-11-28T09:08:24,14662898ea3d38676218afd177df13e89db94c9a,,0,"[1,""1.7.255723554""]",21,11658,1
1.2.131183,2.9.630231575,2.9.630229866,1.11.612415108,57791,,,,,32637215,2018-11-28T09:08:15,b13094606aa508046f7d4a8c166edaed1f6d2f9b,,0,"[1,""1.8.94789""]",4,11422,3
1.2.131183,2.9.630229866,2.9.630229647,1.11.612413429,57790,,,,,32637175,2018-11-28T09:06:15,c8a68fa8c3033e7c241d7df8d574f848854c671a,,0,"[1,""1.8.94789""]",27,7840,3
1.2.131183,2.9.630229646,2.9.630229265,1.11.612413212,57788,,,,,32637171,2018-11-28T09:06:03,a3bae9de9b252a4340635afae2541be3ed78088a,,0,"[1,""1.7.255722716""]",14,7446,1
1.2.131183,2.9.630229647,2.9.630229646,1.11.612413213,57789,,,,,32637171,2018-11-28T09:06:03,a3bae9de9b252a4340635afae2541be3ed78088a,,0,"[0,{}]",14,7447,4
1.2.131183,2.9.630229265,2.9.630227400,1.11.612412837,57787,,,,,32637162,2018-11-28T09:05:36,20d8ec705e901f5956e520680086698db3dcf4c0,,0,"[1,""1.8.94789""]",26,6606,3
1.2.131183,2.9.630227400,2.9.630227218,1.11.612411007,57786,,,,,32637121,2018-11-28T09:03:33,85078f9c95c5748f30b3bcf2a7ec537d316b5a61,,0,"[1,""1.8.94789""]",3,2678,3
1.2.131183,2.9.630227217,2.9.630227004,1.11.612410829,57784,,,,,32637116,2018-11-28T09:03:18,54ed2363bec60c1e66ab84586e5ebc5a2389cc0b,,0,"[1,""1.7.255721728""]",31,2271,1
1.2.131183,2.9.630227218,2.9.630227217,1.11.612410830,57785,,,,,32637116,2018-11-28T09:03:18,54ed2363bec60c1e66ab84586e5ebc5a2389cc0b,,0,"[0,{}]",31,2272,4
1.2.131183,2.9.630227004,2.9.630216301,1.11.612410619,57783,,,,,32637112,2018-11-28T09:03:06,c4fe0f946ee1e9eb531f10d91ee869fccb0d2d09,,0,"[1,""1.8.94789""]",2,1867,3
1.2.131183,2.9.630216301,2.9.630216071,1.11.612400101,57782,,,,,32636895,2018-11-28T08:52:06,89b1a7daecda6f98a926592d6b80ec2303f760f0,,0,"[1,""1.8.94789""]",10,44738,3
1.2.131183,2.9.630216070,2.9.630215852,1.11.612399873,57780,,,,,32636889,2018-11-28T08:51:48,1ea206b89d39d0449e6e4165ebcdfd895c9c7c47,,0,"[1,""1.7.255717378""]",42,44205,1
1.2.131183,2.9.630216071,2.9.630216070,1.11.612399874,57781,,,,,32636889,2018-11-28T08:51:48,1ea206b89d39d0449e6e4165ebcdfd895c9c7c47,,0,"[0,{}]",42,44206,4
1.2.131183,2.9.630215852,2.9.630215571,1.11.612399659,57779,,,,,32636884,2018-11-28T08:51:33,2ee6066fe75c122455901bfd9fd8a7f7f0a57c98,,0,"[1,""1.8.94789""]",16,43778,3
1.2.131183,2.9.630215571,2.9.630215570,1.11.612399382,57778,,,,,32636878,2018-11-28T08:51:15,fa4c060435aed77e5b137325e6a48ffe6fecae9a,,0,"[0,{}]",46,43118,4
1.2.131183,2.9.630215570,2.9.630215346,1.11.612399381,57777,,,,,32636878,2018-11-28T08:51:15,fa4c060435aed77e5b137325e6a48ffe6fecae9a,,0,"[1,""1.7.255717168""]",46,43117,1
1.2.131183,2.9.630215346,2.9.630188040,1.11.612399159,57776,,,,,32636875,2018-11-28T08:51:06,4bfd16e9a50b85acff71f0aed1a3f832a9f2f8ed,,0,"[1,""1.8.94789""]",5,42700,3
1.2.131183,2.9.630188040,2.9.630187781,1.11.612372313,57775,,,,,32636298,2018-11-28T08:22:15,79b40417ff434be95dd0749ad99fe4dd0f963155,,0,"[1,""1.8.94789""]",18,48843,3
1.2.131183,2.9.630187781,2.9.630187780,1.11.612372064,57774,,,,,32636293,2018-11-28T08:22:00,ffcdcc23f462189ba1cacfa3b7fc1ecc33a7e235,,0,"[0,{}]",12,48296,4
1.2.131183,2.9.630187780,2.9.630187605,1.11.612372063,57773,,,,,32636293,2018-11-28T08:22:00,ffcdcc23f462189ba1cacfa3b7fc1ecc33a7e235,,0,"[1,""1.7.255705919""]",12,48295,1
1.2.131183,2.9.630187605,2.9.630183176,1.11.612371894,57772,,,,,32636289,2018-11-28T08:21:48,bd2650e19570fe56ddfe8d08fa7487bd445f5b2b,,0,"[1,""1.8.94789""]",10,47927,3
1.2.131183,2.9.630183176,2.9.630183031,1.11.612367555,57771,,,,,32636190,2018-11-28T08:16:51,70a2befb7fed2b54b51b01089a3c3e5d72cb0c81,,0,"[1,""1.8.94789""]",27,38389,3
